%Automatically built ARFF-file
%Feature sets: ['avg_sentiment_no_neutral', 'min_sentiment', 'max_sentiment']
@RELATION sentiment

@ATTRIBUTE avg_sentiment_no_neutral NUMERIC
@ATTRIBUTE max_sentiment NUMERIC
@ATTRIBUTE min_sentiment NUMERIC
@ATTRIBUTE sentiment {"--", "-", "0", "+", "++"}

@DATA
0.76389,0.5,0.45833,"-"
0.405983846154,0.51389,0.26389,"-"
0.159260533333,0.34722,0.34722,"--"
0.19444,0.5,0.20833,"--"
?,0.5,0.38889,"-"
?,0.75,0.5,"+"
0.11111,0.5,0.23611,"-"
0.29861,0.5,0.31944,"-"
0.177350769231,0.5,0.22222,"-"
?,0.5,0.19444,"0"
0.368923125,0.69444,0.20833,"-"
0.268516,0.5,0.34722,"0"
0.546293333333,0.5,0.30556,"-"
0.215275,0.20833,0.19444,"--"
0.361113333333,0.44444,0.31944,"--"
0.35185,0.72222,0.34722,"0"
0.296298666667,0.5,0.20833,"--"
0.253474375,0.5,0.22222,"0"
0.319444210526,0.34722,0.30556,"-"
?,0.5,0.43056,"0"
0.69444,0.5,0.5,"-"
?,0.5,0.25,"-"
0.341668,0.5,0.36111,"-"
0.055556,0.44444,0.083333,"--"
0.30065,0.33333,0.069444,"-"
0.512896428571,0.61111,0.48611,"0"
0.284261333333,0.5,0.25,"-"
0.13889,0.5,0.13889,"--"
0.30556,0.5,0.5,"-"
0.634262222222,0.75,0.375,"+"
0.36111,0.5,0.38889,"0"
0.38889,0.56944,0.25,"--"
0.506945,0.5,0.13889,"--"
0.298202941176,0.5,0.23611,"--"
0.1333336,0.5,0.0,"--"
0.375,0.5,0.15278,"--"
0.621031428571,0.5,0.22222,"-"
0.667738461538,0.59722,0.41667,"0"
0.354796363636,0.375,0.16667,"-"
0.44213,0.59722,0.26389,"-"
0.700165882353,0.5,0.27778,"-"
0.280983076923,0.36111,0.30556,"--"
0.13889,0.5,0.19444,"--"
0.29167,0.5,0.44444,"--"
0.20833,0.5,0.30556,"-"
0.384255555556,0.5,0.25,"-"
0.19444,0.5,0.47222,"--"
0.36111,0.5,0.30556,"--"
?,0.5,0.48611,"0"
?,0.5,0.47222,"0"
0.83333,0.52778,0.5,"0"
0.609128571429,0.5,0.375,"0"
0.30556,0.5,0.11111,"-"
0.097222,0.5,0.125,"--"
0.16667,0.5,0.0,"--"
0.31944,0.5,0.45833,"0"
0.222224,0.5,0.22222,"-"
0.16667,0.5,0.30556,"--"
0.297224,0.5,0.19444,"0"
0.400639230769,0.5,0.18056,"0"
0.31944,0.5,0.38889,"-"
0.492336206897,0.55556,0.25,"-"
0.61111,0.5,0.44444,"0"
0.697533333333,0.31944,0.23611,"0"
0.29167,0.5,0.38889,"0"
?,0.51389,0.20833,"-"
0.36111,0.5,0.027778,"--"
0.31944,0.66667,0.5,"0"
?,0.5,0.43056,"0"
0.177778,0.5,0.30556,"--"
0.497224,0.65278,0.26389,"+"
0.444443333333,0.79167,0.22222,"-"
0.494047857143,0.5,0.375,"-"
0.81944,0.81944,0.52778,"+"
0.505556,0.5,0.23611,"-"
0.375,0.5,0.26389,"0"
0.75,0.75,0.5,"++"
0.38889,0.5,0.47222,"0"
0.33333,0.5,0.44444,"--"
0.4166675,0.61111,0.43056,"0"
?,0.56944,0.54167,"0"
?,0.5,0.18056,"0"
0.61111,0.5,0.16667,"--"
0.398145555556,0.31944,0.29167,"-"
0.343520666667,0.29167,0.16667,"--"
0.449495454545,0.5,0.40278,"-"
0.47222,0.48611,0.22222,"--"
0.38889,0.5,0.38889,"-"
0.66667,0.66667,0.5,"0"
0.097222,0.5,0.23611,"-"
0.324789230769,0.5,0.29167,"-"
0.525794761905,0.43056,0.16667,"0"
0.16667,0.5,0.20833,"--"
0.36111,0.5,0.45833,"-"
0.405556,0.29167,0.11111,"-"
?,0.5,0.25,"-"
0.44246,0.5,0.41667,"+"
0.097222,0.5,0.055556,"--"
0.267854285714,0.5,0.125,"--"
0.30556,0.5,0.38889,"-"
0.226496153846,0.33333,0.29167,"--"
0.33333,0.55556,0.33333,"-"
0.425926666667,0.76389,0.5,"--"
?,0.5,0.36111,"-"
0.86111,0.81944,0.44444,"++"
0.315172307692,0.5,0.25,"--"
?,0.5,0.44444,"0"
0.055556,0.5,0.055556,"--"
0.79167,0.44444,0.31944,"-"
0.36111,0.5,0.26389,"-"
0.22222,0.51389,0.22222,"-"
0.330244444444,0.5,0.29167,"0"
0.464284285714,0.5,0.38889,"-"
0.61111,0.625,0.52778,"+"
?,0.5,0.38889,"0"
0.32407,0.51389,0.27778,"0"
0.26389,0.5,0.25,"-"
0.34722,0.5,0.34722,"-"
0.20833,0.5,0.20833,"-"
0.29167,0.5,0.33333,"0"
0.206789185185,0.5,0.26389,"--"
?,0.5,0.44444,"-"
0.150002,0.44444,0.15278,"0"
0.4652775,0.47222,0.26389,"0"
0.233334,0.5,0.19444,"--"
0.65278,0.5,0.38889,"-"
0.32222,0.33333,0.29167,"-"
0.207515882353,0.5,0.19444,"-"
?,0.5,0.40278,"-"
0.491456153846,0.52778,0.22222,"0"
0.46296,0.43056,0.33333,"-"
0.666665,0.52778,0.5,"+"
?,0.5,0.44444,"0"
0.93056,0.83333,0.55556,"++"
0.26389,0.55556,0.30556,"--"
0.61111,0.58333,0.5,"+"
0.680555,0.55556,0.5,"0"
0.633546923077,0.66667,0.38889,"-"
0.57738,0.5,0.26389,"+"
0.26389,0.47222,0.30556,"-"
0.125,0.5,0.125,"--"
?,0.5,0.5,"0"
0.027778,0.5,0.16667,"--"
0.083333,0.5,0.29167,"--"
0.359259333333,0.5,0.15278,"-"
0.13889,0.51389,0.13889,"--"
?,0.625,0.5,"0"
0.30556,0.41667,0.30556,"-"
0.30556,0.5,0.22222,"-"
0.472223333333,0.88889,0.26389,"-"
?,0.5,0.43056,"0"
0.72222,0.5,0.22222,"-"
0.417659357143,0.54167,0.27778,"-"
0.418302352941,0.5,0.041667,"--"
0.287698571429,0.47222,0.18056,"--"
0.34722,0.5,0.20833,"-"
0.34722,0.5,0.26389,"-"
0.375000769231,0.47222,0.22222,"-"
0.26389,0.5,0.34722,"--"
0.33333,0.5,0.33333,"0"
0.055556,0.5,0.29167,"--"
0.61111,0.61111,0.38889,"0"
0.56313,0.5,0.15278,"--"
0.319445,0.5,0.13889,"-"
0.53704,0.51389,0.16667,"-"
0.262628181818,0.43056,0.40278,"-"
0.35185,0.5,0.23611,"-"
0.19444,0.48611,0.19444,"-"
0.520830625,0.61111,0.26389,"-"
?,0.55556,0.5,"0"
?,0.5,0.26389,"0"
0.66667,0.80556,0.47222,"0"
0.73611,0.5,0.30556,"-"
0.65278,0.68056,0.5,"+"
0.65278,0.5,0.5,"-"
0.73611,0.63889,0.5,"0"
0.23611,0.5,0.13889,"--"
0.324076666667,0.5,0.30556,"-"
0.344618125,0.61111,0.055556,"0"
0.510418125,0.72222,0.27778,"-"
0.48889,0.41667,0.25,"-"
0.669444,0.61111,0.5,"0"
0.495614736842,0.5,0.375,"+"
0.507576363636,0.66667,0.19444,"-"
0.523146666667,0.51389,0.19444,"--"
0.22222,0.5,0.22222,"--"
?,0.52778,0.5,"-"
0.26389,0.47222,0.33333,"-"
0.73611,0.51389,0.5,"+"
0.45139,0.5,0.27778,"--"
?,0.44444,0.40278,"--"
0.378968571429,0.5,0.23611,"-"
?,0.5,0.40278,"-"
0.26389,0.5,0.20833,"-"
0.223146666667,0.20833,0.13889,"-"
0.433332,0.33333,0.22222,"+"
0.34722,0.34722,0.16667,"--"
0.31944,0.5,0.29167,"-"
0.31944,0.5,0.34722,"0"
0.68056,0.68056,0.5,"-"
0.337497,0.47222,0.34722,"-"
0.30556,0.45833,0.30556,"-"
0.56713,0.54167,0.027778,"-"
?,0.40278,0.33333,"--"
0.11111,0.43056,0.20833,"--"
?,0.5,0.48611,"0"
0.62037,0.55556,0.29167,"-"
0.437829047619,0.375,0.20833,"--"
0.215275,0.5,0.18056,"--"
0.510683076923,0.5,0.34722,"-"
?,0.66667,0.5,"0"
0.34722,0.5,0.34722,"-"
?,0.5,0.29167,"-"
0.23611,0.5,0.22222,"0"
0.660188,0.58333,0.26389,"0"
0.23611,0.5,0.33333,"-"
0.337038666667,0.44444,0.26389,"-"
0.31944,0.52778,0.31944,"-"
0.26389,0.5,0.19444,"-"
0.375,0.5,0.375,"0"
?,0.58333,0.41667,"-"
0.375,0.56944,0.5,"0"
0.69444,0.80556,0.5,"+"
0.38889,0.48611,0.33333,"0"
0.287392307692,0.34722,0.27778,"0"
0.574073333333,0.76389,0.19444,"-"
?,0.5,0.40278,"-"
?,0.5,0.5,"0"
0.38889,0.52778,0.25,"0"
0.625,0.625,0.27778,"0"
0.33333,0.5,0.31944,"-"
?,0.5,0.31944,"-"
0.33333,0.5,0.29167,"-"
0.722219333333,0.56944,0.5,"0"
0.36111,0.41667,0.36111,"-"
?,0.5,0.19444,"0"
0.362654444444,0.625,0.16667,"--"
0.125,0.5,0.11111,"--"
0.546296666667,0.52778,0.33333,"-"
0.60581952381,0.5,0.44444,"0"
0.68056,0.63889,0.5,"+"
0.499074666667,0.5,0.29167,"-"
0.34722,0.5,0.48611,"-"
?,0.5,0.5,"0"
0.66667,0.66667,0.5,"0"
0.295636666667,0.20833,0.18056,"--"
?,0.5,0.33333,"0"
0.34722,0.5,0.34722,"-"
0.349072,0.47222,0.31944,"-"
0.463769130435,0.5,0.25,"0"
0.27778,0.5,0.45833,"0"
?,0.5,0.26389,"-"
0.457069090909,0.5,0.5,"--"
0.314813333333,0.52778,0.25,"--"
0.630555333333,0.66667,0.63889,"0"
0.277776363636,0.5,0.33333,"-"
0.18056,0.5,0.18056,"--"
?,0.5,0.25,"-"
0.375,0.41667,0.375,"--"
0.38889,0.5,0.38889,"0"
0.20833,0.5,0.13889,"-"
0.25,0.5,0.055556,"--"
0.541665,0.375,0.31944,"-"
0.342996956522,0.5,0.18056,"0"
0.384918571429,0.66667,0.13889,"-"
0.31944,0.5,0.43056,"-"
0.34722,0.5,0.41667,"-"
0.33333,0.5,0.27778,"-"
0.30235,0.34722,0.20833,"--"
0.069444,0.29167,0.19444,"--"
0.375,0.5,0.18056,"-"
0.116162363636,0.5,0.0,"--"
0.27778,0.5,0.38889,"--"
0.444447142857,0.5,0.15278,"--"
0.33333,0.48611,0.18056,"0"
?,0.5,0.5,"-"
0.427468888889,0.625,0.5,"0"
0.508487222222,0.5,0.27778,"-"
0.143793176471,0.54167,0.097222,"--"
0.31944,0.5,0.31944,"+"
0.369882105263,0.5,0.5,"-"
0.63889,0.5,0.48611,"-"
0.641668,0.59722,0.51389,"-"
0.318054,0.5,0.0,"-"
0.66667,0.5,0.125,"--"
0.31944,0.45833,0.41667,"-"
?,0.55556,0.38889,"-"
0.603706,0.38889,0.36111,"0"
0.444445,0.55556,0.22222,"-"
0.5763925,0.68056,0.19444,"--"
0.277776666667,0.5,0.27778,"--"
0.269444,0.5,0.20833,"--"
0.26389,0.5,0.26389,"-"
0.354165,0.5,0.36111,"0"
0.33333,0.33333,0.15278,"-"
0.33333,0.5,0.33333,"-"
?,0.5,0.26389,"-"
0.27778,0.47222,0.45833,"-"
0.34722,0.58333,0.19444,"-"
0.26389,0.80556,0.34722,"-"
0.81944,0.625,0.54167,"++"
0.27778,0.5,0.41667,"-"
0.38889,0.5,0.38889,"0"
?,0.5,0.47222,"+"
0.30556,0.47222,0.30556,"-"
0.494707142857,0.48611,0.22222,"-"
0.63889,0.5,0.34722,"0"
0.31944,0.5,0.38889,"-"
0.61111,0.80556,0.5,"+"
0.36111,0.5,0.33333,"-"
0.493055,0.375,0.30556,"-"
?,0.44444,0.27778,"0"
0.25,0.5,0.26389,"0"
0.416666666667,0.58333,0.5,"+"
0.272726363636,0.33333,0.25,"-"
0.388888461538,0.5,0.15278,"-"
0.451852,0.52778,0.097222,"--"
0.349207857143,0.68056,0.5,"+"
0.665404545455,0.73611,0.38889,"--"
0.482906153846,0.66667,0.5,"0"
0.73611,0.5,0.27778,"-"
?,0.5,0.20833,"-"
0.432749473684,0.5,0.38889,"-"
0.29167,0.5,0.15278,"-"
0.4213,0.5,0.34722,"-"
0.33333,0.5,0.19444,"-"
0.38889,0.5,0.375,"-"
?,0.5,0.27778,"-"
?,0.5,0.22222,"--"
0.11111,0.5,0.33333,"--"
?,0.5,0.375,"-"
0.23611,0.5,0.11111,"--"
0.363095,0.5,0.41667,"--"
0.39236,0.56944,0.51389,"0"
0.63889,0.52778,0.5,"-"
0.482144285714,0.86111,0.33333,"-"
0.690281,0.40278,0.25,"+"
0.250868125,0.5,0.23611,"-"
0.30556,0.5,0.375,"0"
0.399303333333,0.5,0.31944,"-"
0.72222,0.59722,0.54167,"-"
0.29167,0.48611,0.31944,"-"
0.412699285714,0.5,0.19444,"-"
0.38889,0.5,0.48611,"-"
0.295457272727,0.5,0.33333,"-"
0.309829230769,0.34722,0.27778,"-"
0.375,0.43056,0.31944,"-"
0.430556,0.41667,0.38889,"-"
0.302288823529,0.27778,0.18056,"0"
?,0.58333,0.47222,"-"
0.34722,0.58333,0.5,"-"
?,0.5,0.20833,"-"
0.25,0.44444,0.11111,"--"
0.20833,0.5,0.11111,"-"
?,0.5,0.38889,"0"
0.345681111111,0.52778,0.40278,"-"
0.75,0.56944,0.5,"-"
0.22222,0.44444,0.38889,"-"
0.280558,0.5,0.11111,"--"
0.38889,0.66667,0.51389,"-"
0.624998,0.63889,0.5,"-"
0.26389,0.26389,0.26389,"--"
0.275251909091,0.5,0.34722,"--"
0.13889,0.5,0.27778,"--"
0.59896,0.5,0.31944,"-"
0.30556,0.5,0.30556,"-"
?,0.52778,0.38889,"-"
?,0.56944,0.44444,"-"
0.377774,0.5,0.22222,"0"
0.30556,0.45833,0.22222,"0"
0.386907142857,0.375,0.36111,"0"
?,0.41667,0.40278,"-"
0.314816666667,0.5,0.40278,"--"
0.77778,0.77778,0.31944,"-"
?,0.55556,0.45833,"0"
0.77778,0.68056,0.5,"+"
0.26389,0.5,0.40278,"-"
0.34375,0.5,0.097222,"-"
0.33333,0.5,0.5,"0"
0.449998,0.625,0.23611,"-"
0.19444,0.5,0.15278,"-"
0.22222,0.59722,0.48611,"--"
?,0.66667,0.5,"0"
0.494315909091,0.5,0.5,"0"
0.226560625,0.5,0.19444,"--"
0.675928888889,0.80556,0.38889,"+"
0.94444,0.94444,0.5,"++"
0.402776666667,0.54167,0.5,"-"
0.466435,0.5,0.34722,"--"
0.348763333333,0.5,0.27778,"--"
0.337497,0.51389,0.36111,"-"
0.36111,0.48611,0.22222,"-"
0.331793333333,0.5,0.27778,"--"
0.220089230769,0.30556,0.20833,"--"
0.239035052632,0.5,0.069444,"--"
0.83333,0.83333,0.25,"0"
0.392677272727,0.26389,0.13889,"--"
0.625,0.5,0.41667,"-"
?,0.5,0.19444,"--"
0.22222,0.5,0.22222,"--"
0.63889,0.56944,0.5,"+"
0.38889,0.5,0.5,"-"
0.73611,0.625,0.40278,"+"
0.539471578947,0.63889,0.27778,"-"
0.26389,0.5,0.26389,"--"
0.19444,0.5,0.13889,"-"
0.419754444444,0.56944,0.25,"0"
?,0.5,0.45833,"0"
?,0.5,0.45833,"-"
0.694446,0.77778,0.43056,"0"
0.498017142857,0.5,0.19444,"-"
0.533731428571,0.54167,0.13889,"+"
0.375,0.5,0.375,"0"
?,0.5,0.5,"0"
?,0.73611,0.58333,"+"
0.20833,0.5,0.30556,"0"
0.65278,0.72222,0.58333,"0"
0.27778,0.5,0.44444,"-"
0.3125,0.44444,0.27778,"-"
0.336353478261,0.5,0.43056,"-"
0.22685,0.5,0.18056,"--"
0.623736363636,0.5,0.34722,"-"
0.36111,0.44444,0.36111,"-"
0.469136666667,0.5,0.34722,"-"
0.36111,0.5,0.47222,"0"
0.45299,0.5,0.34722,"-"
0.27778,0.5,0.23611,"-"
0.47916375,0.5,0.45833,"-"
0.655558,0.61111,0.31944,"-"
0.29167,0.5,0.097222,"-"
0.52315,0.48611,0.38889,"-"
0.30556,0.5,0.45833,"-"
0.204245882353,0.5,0.125,"--"
0.519004210526,0.5,0.48611,"-"
0.310384347826,0.5,0.26389,"-"
0.26389,0.5,0.41667,"-"
?,0.5,0.33333,"-"
?,0.5,0.45833,"-"
0.16667,0.41667,0.16667,"--"
0.27778,0.5,0.26389,"-"
?,0.5,0.43056,"0"
0.625,0.48611,0.26389,"-"
0.138888333333,0.61111,0.0,"--"
0.327544166667,0.5,0.15278,"--"
?,0.48611,0.41667,"-"
?,0.5,0.23611,"-"
0.34722,0.5,0.18056,"-"
0.667596,0.68056,0.68056,"+"
0.337607692308,0.27778,0.23611,"-"
0.26388625,0.5,0.26389,"--"
0.178029090909,0.5,0.16667,"--"
0.29167,0.45833,0.25,"-"
0.33333,0.51389,0.26389,"-"
?,0.5,0.36111,"-"
?,0.5,0.27778,"-"
0.53283,0.44444,0.22222,"-"
?,0.625,0.41667,"--"
?,0.5,0.5,"0"
?,0.58333,0.5,"0"
0.31944,0.5,0.48611,"0"
0.16667,0.43056,0.16667,"-"
0.412695714286,0.5,0.20833,"--"
?,0.5,0.375,"--"
0.20833,0.5,0.19444,"0"
0.353299375,0.5,0.19444,"-"
0.46111,0.5,0.41667,"-"
0.47222,0.69444,0.31944,"-"
0.71528,0.72222,0.5,"+"
0.474998666667,0.65278,0.26389,"-"
0.375,0.38889,0.36111,"-"
0.413581111111,0.43056,0.43056,"0"
?,0.5,0.31944,"0"
0.33333,0.58333,0.38889,"-"
0.383334,0.43056,0.36111,"--"
0.41414,0.59722,0.20833,"-"
0.551388,0.72222,0.26389,"-"
0.479795454545,0.5,0.45833,"0"
0.65278,0.5,0.25,"-"
0.23611,0.5,0.19444,"--"
0.36111,0.47222,0.20833,"-"
0.305551428571,0.5,0.5,"0"
0.375,0.5,0.44444,"-"
0.324073333333,0.5,0.20833,"0"
0.33333,0.5,0.43056,"-"
?,0.45833,0.43056,"--"
0.30556,0.5,0.26389,"-"
0.2881975,0.5,0.48611,"0"
0.1999996,0.5,0.22222,"-"
0.399998,0.5,0.30556,"-"
0.27778,0.5,0.44444,"--"
0.375,0.44444,0.34722,"-"
?,0.58333,0.5,"0"
0.339505555556,0.54167,0.5,"--"
0.53205,0.52778,0.5,"0"
0.486885,0.5,0.34722,"--"
0.125,0.55556,0.125,"--"
0.27778,0.5,0.19444,"--"
0.0,0.5,0.44444,"--"
?,0.54167,0.52778,"0"
0.36111,0.44444,0.20833,"-"
0.4835075,0.5,0.13889,"0"
?,0.5,0.43056,"0"
0.38889,0.5,0.30556,"--"
0.75,0.75,0.48611,"-"
?,0.5,0.38889,"-"
0.214502222222,0.5,0.097222,"--"
0.66667,0.55556,0.5,"+"
0.6270825,0.76389,0.27778,"+"
0.30556,0.43056,0.26389,"--"
?,0.5,0.43056,"0"
0.176280769231,0.5,0.055556,"--"
0.347223,0.44444,0.19444,"-"
0.479165,0.51389,0.33333,"0"
0.538459230769,0.5,0.22222,"-"
0.422978181818,0.5,0.083333,"-"
0.73611,0.73611,0.48611,"-"
0.428030909091,0.5,0.22222,"-"
0.76389,0.76389,0.5,"+"
0.4500025,0.5,0.43056,"-"
?,0.5,0.375,"--"
0.38889,0.5,0.44444,"-"
0.326923461538,0.56944,0.16667,"--"
0.523692941176,0.5,0.16667,"-"
0.283952222222,0.5,0.31944,"-"
?,0.5,0.5,"0"
0.36111,0.33333,0.27778,"-"
0.27778,0.5,0.38889,"0"
0.13889,0.5,0.18056,"--"
?,0.5,0.48611,"0"
0.22222,0.5,0.11111,"--"
0.381945,0.38889,0.36111,"-"
0.48106,0.66667,0.11111,"0"
0.432692307692,0.5,0.38889,"-"
0.263885714286,0.5,0.30556,"-"
0.234846363636,0.34722,0.25,"-"
?,0.5,0.33333,"0"
0.38889,0.5,0.38889,"--"
0.70833,0.61111,0.45833,"0"
0.19444,0.5,0.30556,"-"
0.694443333333,0.70833,0.36111,"-"
0.34722,0.5,0.22222,"-"
0.296296666667,0.5,0.19444,"--"
0.357144761905,0.5,0.34722,"-"
0.450393571429,0.55556,0.5,"-"
0.77778,0.5,0.44444,"+"
0.055556,0.36111,0.30556,"--"
0.88889,0.55556,0.52778,"0"
0.441517894737,0.36111,0.20833,"--"
?,0.5,0.34722,"-"
0.36111,0.5,0.44444,"-"
0.375,0.5,0.375,"-"
0.63889,0.5,0.29167,"-"
0.18056,0.36111,0.23611,"--"
0.30556,0.5,0.19444,"-"
?,0.52778,0.5,"0"
0.125,0.5,0.23611,"-"
0.640625,0.40278,0.375,"-"
0.79167,0.55556,0.5,"-"
0.149691111111,0.31944,0.25,"-"
0.247224,0.5,0.16667,"--"
0.561112,0.5,0.069444,"0"
0.209872222222,0.5,0.11111,"-"
0.36111,0.52778,0.34722,"0"
0.391024615385,0.5,0.11111,"--"
0.22222,0.5,0.48611,"0"
0.13889,0.58333,0.125,"-"
0.29167,0.5,0.11111,"--"
0.488092857143,0.625,0.22222,"-"
?,0.5,0.5,"0"
0.16667,0.5,0.23611,"--"
0.400461111111,0.36111,0.33333,"0"
0.621914444444,0.5,0.083333,"--"
0.22222,0.38889,0.22222,"--"
0.77778,0.5,0.29167,"0"
0.380267586207,0.5,0.16667,"--"
0.166666857143,0.48611,0.055556,"--"
0.243055,0.15278,0.13889,"--"
0.75694625,0.5,0.31944,"-"
0.22222,0.5,0.19444,"-"
0.493519333333,0.5,0.33333,"-"
0.30556,0.5,0.30556,"--"
0.30556,0.5,0.36111,"-"
0.506538235294,0.66667,0.40278,"-"
?,0.45833,0.43056,"-"
?,0.5,0.44444,"--"
0.23611,0.55556,0.5,"-"
0.61111,0.51389,0.5,"+"
0.202380285714,0.5,0.33333,"--"
0.055556,0.5,0.16667,"--"
?,0.5,0.47222,"-"
0.61389,0.55556,0.5,"0"
0.394444666667,0.52778,0.23611,"-"
0.273502307692,0.5,0.48611,"-"
0.607906153846,0.52778,0.19444,"--"
0.36111,0.5,0.26389,"-"
0.246911111111,0.5,0.31944,"--"
0.19444,0.5,0.22222,"0"
0.16667,0.52778,0.16667,"-"
?,0.5,0.27778,"0"
0.5937475,0.5,0.22222,"-"
0.376065384615,0.5,0.20833,"-"
0.330556666667,0.5,0.41667,"--"
0.4,0.36111,0.20833,"-"
0.451923076923,0.52778,0.5,"-"
0.366666,0.5,0.27778,"-"
0.222219333333,0.31944,0.027778,"--"
0.22222,0.5,0.29167,"-"
0.192593333333,0.5,0.055556,"--"
0.11111,0.5,0.11111,"-"
0.667930909091,0.5,0.30556,"0"
0.256945,0.5,0.16667,"0"
0.25,0.45833,0.27778,"-"
0.38889,0.5,0.31944,"-"
0.323230909091,0.54167,0.11111,"--"
0.337608461538,0.38889,0.27778,"--"
0.316240769231,0.5,0.22222,"-"
0.29167,0.58333,0.33333,"0"
0.36111,0.5,0.33333,"-"
0.261749230769,0.34722,0.29167,"--"
0.27778,0.5,0.16667,"-"
0.625,0.5,0.23611,"0"
0.217593333333,0.40278,0.31944,"-"
0.363891,0.5,0.20833,"-"
0.29167,0.48611,0.47222,"-"
0.097222,0.5,0.097222,"-"
0.31944,0.5,0.36111,"-"
0.125,0.5,0.47222,"--"
0.156568181818,0.5,0.22222,"--"
0.277776153846,0.38889,0.19444,"-"
0.51204,0.45833,0.30556,"-"
0.584875555556,0.5,0.25,"0"
0.509616923077,0.66667,0.31944,"-"
0.366666,0.5,0.29167,"-"
0.43849,0.55556,0.5,"0"
0.54861,0.51389,0.33333,"--"
0.11111,0.5,0.23611,"--"
0.30556,0.5,0.34722,"-"
0.521604444444,0.69444,0.30556,"-"
0.26389,0.58333,0.26389,"0"
0.66667,0.5,0.36111,"0"
0.65278,0.51389,0.45833,"+"
?,0.5,0.45833,"0"
0.375,0.45833,0.40278,"-"
0.61111,0.5,0.30556,"0"
?,0.5,0.43056,"-"
0.68056,0.5,0.41667,"-"
0.375001,0.66667,0.125,"-"
0.68056,0.45833,0.083333,"--"
?,0.5,0.44444,"-"
0.416666666667,0.5,0.26389,"-"
0.46111,0.36111,0.16667,"-"
0.19444,0.5,0.16667,"0"
?,0.5,0.27778,"0"
0.22222,0.5,0.20833,"-"
0.33333,0.5,0.48611,"-"
0.29167,0.47222,0.45833,"-"
0.516666,0.61111,0.5,"-"
0.474357692308,0.54167,0.33333,"-"
0.25,0.5,0.25,"--"
0.65278,0.5,0.16667,"--"
0.25,0.51389,0.5,"0"
0.013889,0.5,0.013889,"--"
0.31944,0.5,0.18056,"-"
0.574997333333,0.5,0.27778,"-"
0.482144285714,0.5,0.36111,"-"
0.432541428571,0.5,0.26389,"-"
0.608022222222,0.48611,0.29167,"-"
0.513888,0.5,0.45833,"-"
0.50926,0.5,0.22222,"0"
0.384255555556,0.5,0.27778,"-"
0.333333333333,0.5,0.16667,"--"
0.19444,0.5,0.40278,"0"
0.368461176471,0.45833,0.15278,"-"
0.61111,0.5,0.5,"+"
0.25,0.5,0.13889,"-"
?,0.5,0.44444,"0"
0.597223333333,0.5,0.34722,"-"
?,0.5,0.23611,"--"
?,0.5,0.41667,"0"
0.013889,0.5,0.29167,"--"
0.561112,0.5,0.45833,"0"
0.33333,0.55556,0.33333,"-"
?,0.5,0.125,"-"
0.340275714286,0.5,0.22222,"-"
0.490279,0.5,0.055556,"--"
0.20833,0.5,0.26389,"-"
0.226854,0.29167,0.097222,"--"
0.141026769231,0.22222,0.055556,"--"
0.25463,0.51389,0.5,"--"
0.414143636364,0.27778,0.19444,"--"
0.134921428571,0.16667,0.16667,"-"
?,0.5,0.33333,"-"
0.559343636364,0.81944,0.45833,"-"
0.28472125,0.55556,0.22222,"-"
0.368055,0.38889,0.36111,"-"
0.375,0.375,0.33333,"-"
0.22222,0.5,0.44444,"-"
0.332405333333,0.5,0.20833,"--"
0.535257692308,0.61111,0.5,"0"
0.38889,0.51389,0.34722,"--"
0.19444,0.58333,0.19444,"-"
0.31944,0.58333,0.20833,"-"
0.541665333333,0.54167,0.5,"-"
0.198830526316,0.5,0.097222,"--"
0.22222,0.5,0.125,"--"
0.572579677419,0.5,0.22222,"-"
0.344448,0.5,0.27778,"-"
0.672224,0.69444,0.55556,"+"
?,0.69444,0.26389,"0"
0.525255454545,0.66667,0.29167,"0"
0.257718888889,0.29167,0.13889,"--"
0.381945,0.5,0.26389,"-"
0.5625,0.5,0.11111,"0"
0.34722,0.48611,0.375,"0"
?,0.52778,0.5,"0"
?,0.5,0.5,"0"
0.66667,0.59722,0.5,"+"
?,0.81944,0.5,"0"
0.351010909091,0.5,0.055556,"-"
0.334065263158,0.51389,0.33333,"--"
0.33333,0.5,0.16667,"-"
0.650002,0.5,0.48611,"+"
0.16667,0.56944,0.36111,"-"
0.875,0.5,0.5,"++"
?,0.5,0.375,"+"
0.382937142857,0.5,0.34722,"-"
0.18056,0.5,0.20833,"--"
0.3281275,0.5,0.23611,"0"
0.50992,0.5,0.30556,"--"
0.364768421053,0.5,0.31944,"--"
0.236115,0.5,0.27778,"--"
0.472221818182,0.69444,0.38889,"+"
0.454860833333,0.5,0.47222,"0"
0.2482625,0.51389,0.29167,"--"
?,0.61111,0.5,"0"
0.5437515,0.5,0.11111,"--"
0.285717142857,0.48611,0.47222,"--"
?,0.5,0.33333,"0"
0.33333,0.5,0.5,"-"
0.11111,0.5,0.097222,"--"
?,0.51389,0.5,"-"
0.23611,0.51389,0.23611,"-"
0.30556,0.5,0.27778,"-"
0.27778,0.38889,0.27778,"0"
0.338384545455,0.38889,0.125,"-"
0.375,0.5,0.36111,"--"
0.494278823529,0.5,0.20833,"-"
?,0.5,0.41667,"0"
0.055556,0.44444,0.18056,"-"
0.25,0.5,0.16667,"--"
0.3333345,0.5,0.027778,"--"
0.22685,0.26389,0.22222,"-"
0.624999090909,0.5,0.055556,"--"
?,0.54167,0.5,"0"
0.34722,0.66667,0.5,"0"
